number,status,sk_description,supplier_number,supplier_description,minimum_po_quantity,purchase_unit,stock_unit,pur_stk_conversion,price_per_stock_unit,price_per_purchase_unit,supplier_id
0177,Active,Ctn 4PK Ahold Bac Egg Bisc,Ahold 4PK Ctn BacBis,Carton 4PK Ahold Bac Egg Bisc,1,EA,EA,1,0.182,0.182,17
0178,Active,Ctn 4PK Ahold Ham Egg Crois,Ahold 4PK Ctn HamCro,Carton 4PK Ahold Ham Egg Crois,1,EA,EA,1,0.182,0.182,17
0179,Active,Ctn 4PK Ahold Saus Egg Bisc,Ahold 4PK Ctn SauBis,Carton 4PK Ahold Saus Egg Bisc,1,EA,EA,1,0.182,0.182,17
0180,Active,Ctn 4PK Ahold Saus Egg Croi,Ahold 4PK Ctn SauCro,Carton 4PK Ahold Saus Egg Croi,1,EA,EA,1,0.182,0.182,17
0181,Obsolete,Box Master Brkfst Sand 12-4PK,Master Ahold 12-4 Pk,Box Master Ahold 12-4PK,1,EA,EA,1,0.4699,0.4699,17
0182,Active,Box Master Panini 12 Pk,10517919,Box Master Panini 12 Pk,1,EA,EA,1,0.389,0.389,17
0183,Active,Box Master Nathans Twin,Nathans Single HD,Box Master Nathans Single,0,EA,EA,1,0.2807,0.2807,17
0184,Active,Box Master 13.5x10.5x9.5 ID,Spec 70842,Box Master 13.5x10.5x9.5 ID,0,EA,EA,1,0.425,0.425,17
0185,Active,Croissant TFF 30-2 Oz,6229,Croissant TFF 30-2 Oz,1,CS,EA,30,0.1594,4.782,47
0186,Obsolete,Ham Breakfast Stk Log 6-4.7 Lb,75180,Ham Breakfast Stk Log 6-4.7 Lb,0,LB,LB,1,3.2,3.2,12
0187,Obsolete,Carton 2PK GofC Bac Egg Bagel,GofC 2PK Ctn BacBgl,Carton 2PK GofC Bac Egg Bagel,1,EA,EA,1,0.2935,0.2935,17
0188,Obsolete,Carton 2PK GofC Egg Chs Bagel,GofC 2PK Ctn EggBgl,Carton 2PK GofC Egg Chs Bagel,1,EA,EA,1,0.2935,0.2935,17
0189,Obsolete,Carton 2PK GofC Saus Egg Bagel,GofC 2PK Ctn SauBgl,Carton 2PK GofC Saus Egg Bagel,1,EA,EA,1,0.2935,0.2935,17
0190,Obsolete,Carton 4PK GofC Bac Egg Bisc,GofC 4PK Ctn BacBisc,Carton 4PK GofC Bac Egg Bisc,1,EA,EA,1,0.172,0.172,17
0191,Active,Ctn 4PK GofC Ham Egg Crois,GofC 4PK Ctn HamCroi,Carton 4PK GofC Ham Egg Crois,1,EA,EA,1,0.172,0.172,17
0192,Obsolete,Carton 4PK GofC Saus Egg Bisc,GofC 4PK Ctn SauBisc,Carton 4PK GofC Saus Egg Bisc,1,EA,EA,1,0.172,0.172,17
0193,Obsolete,Carton 4PK GofC Saus Egg Crois,GofC 4PK Ctn SauCroi,Carton 4PK GofC Saus Egg Crois,1,EA,EA,1,0.172,0.172,17
0194,Obsolete,Box Master Bagel Sand 12-2PK,Master Bagel Sand,Box Master Bagel Sand 12-2PK,1,EA,EA,1,0.4696,0.4696,17
0195,Active,Box Master 12 Pk Flying J,Flying J Master,Box Master 12 Pk Flying J,0,EA,EA,1,0.4167,0.4167,38
0196,Active,Divider Chipboard 12.5x9.5,12.5x9.5 (.020) Gray,Divider Chipboard 12.5x9.5,1,EA,EA,1,0.0928,0.0928,17
0197,Active,Box Master WF 6-4PK SECC,9.5x8.5x13.5B26 SECC,Box Master WF 6-4PK SECC,1,EA,EA,1,0.4699,0.4699,17
0198,Active,Box Master Price Chopper 8-4Pk,10552351,Box Master Price Chopper 8-4Pk,1,EA,EA,1,0.504,0.504,17
0199,Active,Box Master PrcChop Bowls ,10552352,Box Master PrcChop Bowls,1,EA,EA,1,0.338,0.338,17
0200,Active,Box Master Clam Shell Jamba,Design 020019680,Box Master Clam Shell Jamba,0,EA,EA,1,0.404,0.404,38
0201,Active,Tape 3M 371 48mmx914M 1.9mil,372461,3m 371 machine tape,0,CS,RL,6,11.82,70.92,2
0202,Active,Ctn 4PK SausEggCrois WF,WF SECC 4 Pk,Carton 4PK SausEggCrois WF,0,EA,EA,1,0.1306,0.1306,55
0203,Active,Ctn 4PK HamChsCrois WF,WF HCC 4 Pk,Carton 4PK HamChsCrois WF,0,EA,EA,1,0.1306,0.1306,55
0204,Active,Chicken Bnls Wing Buffalo,6702,Buffalo Style Boneless Wing,0,CS,LB,10,2.9,29,6
0205,Active,Pork Pulled Smoked w/ Sauce,405128901,Smoked Pulled Pork with Sauce,0,CS,OZ,160,0.1669,26.704,56
0206,Active,Divider 12x9 Chipboard 20 Pt,10145853,Divider 12x9 Chipboard 20 Pt,0,EA,EA,1,0.0838,0.0838,17
0207,Active,Box Master Panini Jamba,10558596,Box Master Panini Jamba,1,EA,EA,1,0.372,0.372,17
0208,Active,Divider 9x9 Chipboard 20 Pt,10069550,Divider 8x9 Chipboard 20 Pt,1,EA,EA,1,0.0885,0.0885,17
0209,Active,Pickle Dill 3/16 Sliced Kosher,7578719,Pickle Dill Sli KK KO 3/16No Control,PL,EA,2250,,0.0127,0,1
0210,Active,Film Fuji Polish Baguetta CAN,0210 CAN,Film Fuji Polish Baguetta CAN,1,IMP,IMP,1,0.0426,0.0426,20
0211,Active,Film Fuji Bcn Chs Baguetta CAN,0211 CAN,Film Fuji Bcn Chs Baguetta CAN,1,IMP,IMP,1,0.0426,0.0426,20
0212,Active,Film Fuji Chsy Bf Baguetta CAN,0212 CAN,Film Fuji Chsy Bf Baguetta CAN,1,IMP,IMP,1,0.0426,0.0426,20
0213,Active,Film Shrink Perf 14in 60Ga,10071243,Film Shrink Perf 14in 60Ga,0,RL,IN,52440,0.0031,162.564,17
0214,Obsolete,LBL OP Hot Dog 3-5/8x3,P-039,LBL OP Hot Dog 3-5/8x3,0,CS,EA,8000,0.0347,277.6,25
0215,Active,Beef Patty Angus 4.5 OZ,445,Beef Patty Angus 4.5 oz ckd.,0,CS,EA,54,1.0659,57.5586,16
0216,Active,Lbl OP CBurger 3-5/8x3,P-037,LBL OP CBurger 3-5/8x3,0,CS,EA,9000,0.0347,312.3,25
0217,Active,Ctn 4PK Saus Egg Bisc WINCO,WINCO 4PK Ctn SauBis,Carton 4PK Saus Egg Bisc WINCO,1,EA,EA,1,0.1109,0.1109,17
0219,Active,Ctn 4PK Bacn Egg Bisc WINCO,WINCO 4PK Ctn BcnBis,Carton 4PK Bacn Egg Bisc WINCO,1,EA,EA,1,0.1109,0.1109,17
0220,Active,Ham Smoked Unsliced,201158,Ham Smoked Unsliced,1000,LB,LB,1,2.19,2.19,57
0221,Active,Ctn 4PK SausEgg Crois WINCO,WINCO 4PK Ctn SauCro,Carton 4PK SausEgg Crois WINCO,1,EA,EA,1,0.1109,0.1109,17
0222,Active,Ctn 4PK SausEgg Muff WINCO,WINCO 4PK Ctn SauMuf,Carton 4PK SausEgg Muff WINCO,1,EA,EA,1,0.1109,0.1109,17
0223,Active,Box Master WINCO 12-4PK,10508574,Box Master WINCO 12-4PK,1,EA,EA,1,0.59,0.59,17
0224,Active,Ctn 4PK SausEgg Muffin OP,OP 4PK Ctn SauMuf,Carton 4PK SausEgg Muffin OP,1,EA,EA,1,0.16,0.16,17
0226,Active,Ctn 4PK CanBac Egg Muff OP,OP 4PK Ctn CanBacEgg,Carton 4PK CanBac Egg Muff OP,1,EA,EA,1,0.16,0.16,17
0227,Active,Ctn 4PK Saus Egg Biscuit OP,OP 4PK Ctn Saus Bisc,Carton 4PK Saus Egg Biscuit OP,1,EA,EA,1,0.16,0.16,17
0228,Active,Ctn 4PK Bacn Egg Biscuit OP,OP 4PK Ctn Bacn Bisc,Carton 4PK Bacn Egg Biscuit OP,1,EA,EA,1,0.16,0.16,17
0229,Active,Box Master OP 12-4PK Value,OP Master 12-4 PK,Box Master OP 12-4PK Value,1,EA,EA,1,0.504,0.504,17
0230,Active,Muffin English Orig 3 Oz 80T,94024-3 Oz,Muffin English Orig 3 Oz 80T,1,CS,EA,80,0.1984,15.872,58
0231,Active,Muffin Eng Multigrain 3 Oz 80T,94022-3 Oz,Muffin Eng Multigrain 3 Oz 80T,1,CS,EA,80,0.2109,16.872,58
0232,Active,Film Lidding EZ Peel 16.54in,0232 Lidding Film,Film Lidding EZ Peel 16.54in,0,RL,IN,36000,0.0065,234,59
0233,Active,Film BOPP Fuji 9.5 In Web,SCR-25 9.5 BOPP,9.5 9,No Control,9842,FT,IN,0.0005,0,60
0233,Active,Film BOPP Fuji 9.5 In Web,9.5In Web 9842 Ft/Rl,Film BOPP Fuji 9.5 In Web,0,FT,IN,12,0.0005,0.006,61
0234,Active,Film BOPP Fuji 12 in Web,NSILB 12 Inch Web,Film BOPP Fuji 12 in Web,0,FT,IN,12,0.0007,0.0084,61
0234,Active,Film BOPP Fuji 12 in Web,SCR-25 12 Web,12 Web 9,No Control,9842,FT,IN,0.0007,0,60
0235,Active,Film BOPP Fuji 14.5 in Web,SCR-25 14.5 Web,14.5 9,No Control,9842,FT,IN,0.0008,0,60
0235,Active,Film BOPP Fuji 14.5 in Web,BOPP 14.5 Web,Film BOPP Fuji 14.5 in Web,9842,FT,IN,12,0.0008,0.0096,61
0236,Obsolete,U Pad 5 X 7 Hamburger Firenza,1.02935E+11,U Pad 5 X 7 Hamburger Firenza,18,K,EA,1000,0.0471,47.1,17
0237,Obsolete,Film BOPP Fuji 15 in Web,15 Web,15 5,No Control,70860,FT,IN,0.0004,0,60
0238,Active,Tray Entree Black CPET 12 Oz,GPC-5066-12,GPC-5066-12 Tray 12z Blk CPET,1,CS,EA,600,0.075,45,17
0239,Obsolete,Carton OP Dipper Corn Dog,OP Dipper Corn Dog,Carton OP Dipper Corn Dog,1,EA,EA,1,0.0898,0.0898,17
0240,Obsolete,Carton OP Dipper Popcorn Chick,OP Dipper Pop Chick,Carton OP Dipper Popcorn Chick,1,EA,EA,1,0.0898,0.0898,17
0241,Obsolete,Carton OP Dipper Chicken Ched,OP Dipper Chick Ched,Carton OP Dipper Chicken Ched,1,EA,EA,1,0.0898,0.0898,17
0242,Obsolete,Box Master OP 18Pk Lunch Dippr,OP Master 18 Pk Dip,Box Master OP 18Pk Lunch Dippr,1,EA,EA,1,0.3167,0.3167,17
0243,Obsolete,Ketchup Cup 1 Oz Dipper,98877,Ketchup Cup 1 Oz Dipper,0,CS,EA,160,0.0622,9.952,62
0244,Obsolete,Nuggets Chix N Cheddar .55 Oz,251BP,Chicken   Ched Nibblers .55 Oz,0,CS,EA,1160,0.0476,55.216,63
0245,Obsolete,Chicken Popcorn 20 Lb,20300,Chicken Popcorn 20 Lb,0,CS,OZ,320,0.0894,28.608,63
0246,Obsolete,Nugget Corn Dog .67 Oz,20042,Corn Dog Nuggets .67 Oz,0,CS,EA,238,0.0563,13.3994,64
0248,Obsolete,Cheese Havarti Sliced 1 Oz,16687,Cheese Havarti Sliced 1 Oz,25,CS,EA,192,0.2025,38.88,9
0249,Obsolete,Egg White Patty 1.67 oz,70064,Egg White Patty 192-1.67 Oz,0,CS,EA,192,0.133,25.536,7
0250,Obsolete,Egg Patty Scrambled 1.67 oz,70061,Egg Patty Scrambled 1.67 OZ,0,CS,EA,168,0.1186,19.9248,7
0251,Active,Bacon Uncured Slcd 2-150 EA,12604-14,Bacon Uncured Slcd 2-150 EA,0,CS,EA,300,0.1019,30.57,8
0252,Active,Loaf Panini White,230995,Loaf Panini White 16 SL/Loaf,0,CS,EA,256,0.072,18.432,65
0252,Active,Loaf Panini White,2771,SK White Panini Loaf,0,CS,EA,300,0.072,21.6,28
0253,Active,Beef Seas Diced .5inx.5in,B21CB1915,Ckd Seas Beef w/ Starch,0,CS,LB,35,3.93,137.55,66
0254,Active,Chicken Ckd Diced .5in x.5in,14200,Diced 1/2in Chicken White Meat,0,CS,LB,10,3.43,34.3,67
0255,Active,Chicken Seas Diced .5in x.5in,111348,Seas Diced 1/2in Chic Brst Mt,0,CS,LB,10,3.18,31.8,67
0256,Active,Onion Diced 1/4in Crmlzd ,70640100,Onion Diced 1/4in Crmlzd ,0,CS,OZ,400,0.1069,42.76,34
0257,Active,Onion Diced 1/2in Rstd,70650080,Onion Diced 1/2in Rstd,0,CS,OZ,400,0.1094,43.76,34
0258,Active,Pepper Green Strip Rstd,70653035,Pepper Green Strip Rstd,0,CS,OZ,320,0.1124,35.968,34
0259,Active,Pepper Strip Red Rstd,70653155,Pepper Strip Red Rstd,1,CS,OZ,320,0.1124,35.968,34
0260,Active,Mushroom Diced 1/2in Rstd,70658018,Mushroom Diced 1/2in Rstd,0,CS,OZ,400,0.1611,64.44,34
0261,Active,Bacon Bits 3/16in Dice,37295,Fast N Easy Bacon Bits Diced,0,CS,OZ,320,0.2791,89.312,46
0262,Active,Chile Poblana IQF 1/4in,11080,Chile Poblana IQF 1/4in,1,CS,OZ,720,0.0874,62.928,22
0263,Active,Tomato RM IQF Diced 3/8in,16543,Tomato RM IQF Diced 3/8in,1,CS,OZ,720,0.0969,69.768,22
0264,Active,Susceptor Micro Grill Panini,SK 6.5 Micro Grill,Susceptor Micro Grill Panini,10000,EA,EA,1,0.0829,0.0829,30
0265,Active,Flavor Beef Nat Art SB,44700 89719,Nat   Art Beef Flavor SB,0,PL,OZ,560,1.0838,606.928,68
0266,Active,Cheese Shred RF Mozz,4610033644,6/5# Bevel Shred RF Mozz,0,CS,OZ,480,0.1413,67.824,31
0267,Active,Cheese Grtd Rom/Parm/Asiago,4610033643,50 Lb Grated Rom/Parm/Asiago,0,CS,OZ,800,0.2295,183.6,31
0268,Active,Spread Asiago Processed,4610033809,18/20 Oz Asiago Spread NTF,0,CS,OZ,360,0.1421,51.156,31
0269,Active,Spread Cheddar Cheese,4610033811,18/20 Oz Cheddar Cheese Spread,0,CS,OZ,360,0.1268,45.648,31
0270,Active,Starch Ultra Sperse M,50-3012,Ultra-Sperse M 50 Lb Bag,0,BOX,OZ,800,0.1156,92.48,69
0271,Active,Spread Cream Cheese American,8357,Spread Cream Cheese American,1,CS,OZ,480,0.1159,55.632,9
0272,Active,Tray Panini No Print Uncoated,Panini Tray,Tray Panini No Print Uncoated,0,EA,EA,1,0.0786,0.0786,55
0272,Active,Tray Panini No Print Uncoated,0488-0904,Tray Panini No Print,10000,EA,EA,1,0.0786,0.0786,17
0273,Active,Ctn HEB Panini Mush Stk Ched,Ctn Panini Steak,Ctn HEB Panini Mush Stk Ched,1,EA,EA,1,0.0991,0.0991,17
0274,Active,Ctn HEB Panini Philly Stk,Ctn Panini Philly,Ctn HEB Panini Philly Stk,1,EA,EA,1,0.14,0.14,17
0275,Active,Ctn HEB Panini Chick Spin Mush,Ctn Panini Chik Spin,Ctn HEB Panini Chick Spin Mush,1,EA,EA,1,0.14,0.14,17
0276,Active,Ctn HEB Panini Poblano Chicken,Ctn Panini Chicken,Ctn HEB Panini Poblano Chicken,1,EA,EA,1,0.14,0.14,17
0277,Active,Spread Chipotle Flavor Conc,8410953,Flavor Conc Chipotle PPR,0,CS,OZ,86.4,0.4774,41.24736,1
0278,Active,Spread Ranch Fat Free,4142301552,4/1 Gal Fat Free Ranch,0,CS,OZ,512,0.0637,32.6144,70
0279,Active,Ham Blk Frst Log Unsliced SBUX,4150,4-6 Lb (Catch),0,LB,LB,1,3.4,3.4,10
0280,Active,Pepper Red Diced 1/4in,70653214,Fire Rstd 1/4in Diced Red Pprs,0,CS,OZ,720,0.0968,69.696,34
0280,Active,Pepper Red Diced 1/4in,16717 - 45 Lbs,Rstd Red Bell Pepper 1/4 Dice,0,CS,OZ,720,0.0968,69.696,22
0281,Active,Ctn Panini Chicken Club,Ctn Panini Chic Club,Carton Panini Chicken Club,1,EA,EA,1,0.0991,0.0991,17
0282,Obsolete,Ctn Panini Philly Stk Chs,Ctn Panini Phlly Stk,Carton Panini Philly Stk Chs,1,EA,EA,1,0.0991,0.0991,17
0283,Obsolete,Ctn Panini Chicken Spinach,Ctn Panini Chic Spin,Carton Panini Chicken Spinach,1,EA,EA,1,0.0991,0.0991,17
0284,Obsolete,Ctn Panini Chicken Poblano,Ctn Panini Chic Pobl,Carton Panini Chicken Poblano,1,EA,EA,1,0.0991,0.0991,17
0285,Obsolete,Insert Pepperoni Saus 5 to 1,112318,Pepperoni Skinless Saus 5 to 1,1,CS,EA,50,0.434,21.7,32
0286,Active,Beef Hamburger Patty 2.6oz,2.6 Oz Patty,Beef Hamburger Patty 2.6oz,0,CS,EA,247,0.4421,109.1987,71
0287,Active,Hot Dog Nathans 5-1 6in,36906-97115,Nathans 5-1 6in Skls Bf Frank,0,CS,EA,50,0.47,23.5,72
0288,Active,Film Baguetta Nathans Hot Dog,SKFG Nathans HD,Film Baguetta Nathans Hot Dog,0,RL,IMP,4000,0.0877,350.8,59
0289,Active,Film Baguetta OP Pepperoni,SKFG OP Pepperoni,Film Baguetta OP Pepperoni,0,RL,IMP,4000,0.0877,350.8,59
0290,Obsolete,Cheese Havarti Sliced .5 Oz,13196,10/1# Intrlf 22 Sl Havarti .5z,0,CS,EA,320,0.1055,33.76,9
0291,Obsolete,Spread Herb   Chs Florentine,ZSKS009-005,Herb Cheese Spread,0,CS,OZ,640,0.2132,136.448,73
0292,Active,Polish Hot Bf Nathans 5-1 6in,36906-97116,Nathans 5-1 6in Hot Bf Polish,0,CS,EA,50,0.49,24.5,72
0293,Active,Hot Dog Nathans 7-1 6.75in,36906-97107,Nathans 7-1 6.75in Skls Bf,0,CS,EA,70,0.3357,23.499,72
0294,Obsolete,Hot Dog Nathans 8-1 6NATFAM,Nathans 8-1 6 Skls Bf Frank,No Control,CS,EA,80,,0,0,1000
0295,Active,Hot Dog Nathans 10-1 6in,36906-97113,Nathans 10-1 6in Skls Bf Frnk,0,CS,EA,100,0.235,23.5,72
0297,Active,Bun Hot Dog Plain 6in,53619,Plain Hot Dog Buns 12 Ct,0,CS,EA,144,0.1177,16.9488,74
0298,Active,Sauce Hot Dog Chili Sauce 1 Oz,MJ13100,Hot Dog Chili Sauce 1 Oz,1,CS,EA,288,0.1294,37.2672,53
0299,Active,Film Baguetta OP Pepperoni CAN,SKFG OP Pepp CAN,Film Baguetta OP Pepperoni CAN,0,RL,IMP,4000,0.0877,350.8,59
0300,Active,Tray Nathans Hot Dog Single,CS-9234,Tray Nathans Hot Dog Single,0,CS,EA,1000,0.0376,37.6,72
0301,Active,Tray Nathans Hot Dog Double,FT-9143,Tray Nathans Hot Dog Double,0,CS,EA,500,0.0751,37.55,72
0302,Active,Film Fuji Nathans Chili Dog,Chili HD Single,Film Fuji Nathans Chili Dog,0,RL,IMP,9000,0.0401,360.9,59
0303,Active,Film Fuji Nathans Chl Dog Twin,Chili HD Twin,Film Fuji Nathans Chl Dog Twin,0,RL,IMP,9000,0.0531,477.9,59
0304,Active,Film Fuji Nathans Bf Hot Dog,Beef Hot Dog Single,Film Fuji Nathans Bf Hot Dog,0,RL,IMP,9000,0.0401,360.9,59
0305,Active,Film Fuji Nathans Bf Dog Twin,Beef HD Twin,Film Fuji Nathans Bf Dog Twin,0,RL,IMP,9000,0.0531,477.9,59
0306,Active,Film Fuji Nathans Jumbo Bf HD,Jumbo Beef HD,Film Fuji Nathans Jumbo Bf HD,0,RL,IMP,9000,0.0401,360.9,59
0307,Active,Film Fuji Nathans Jumbo Spicy,Jumbo Spicy HD,Film Fuji Nathans Jumbo Spicy,0,RL,IMP,9000,0.0401,360.9,59
0308,Obsolete,Sauce Spin and Artichk Portion,SN7020,Spinach Artichoke Sauce,0,CS,EA,576,0.1287,74.1312,53
0309,Active,Film Tiro OP Tuna Dbl Wdg CAN,0309 OP Tuna Dbl CAN,Film Tiro OP Tuna Dbl Wdg CAN,0,RL,EA,15603,0.0437,681.8511,20
0310,Active,Film Tiro OP Hm Tky Sw Dbl CAN,0310 OP Ham Dbl CAN,Film Tiro OP Hm Tky Sw Dbl CAN,0,RL,EA,15603,0.0437,681.8511,20
0311,Active,Chicken Crumble Ckd Chorizo,B20-CC3398,Ckd Chicken Crumble Chrzo Seas,0,CS,LB,30,2.79,83.7,66
0312,Active,Turkey Crumble Seasoned,B20-CT3434,Ckd Seasoned Turkey Crumble,0,CS,LB,30,2.96,88.8,66
0313,Active,Egg Scrmbld IQF Chol FF,LL3014SK,Egg Scrmbld IQF Chol FF,0,CS,OZ,320,0.0814,26.048,35
0314,Active,Tortilla Salsa Homestyle 9in,F-IF-9in Salsa,Tortilla Salsa Homestyle 9in,0,CS,EA,144,0.1465,21.096,75
0315,Active,Tortilla White Homestyle 9in,F-IF-9in Home,Tortilla White Homestyle 9in,0,CS,EA,144,0.1452,20.9088,75
0316,Active,Tortilla Whl Wht Homestyle 9in,F-IF-9in WW,Tortilla Whl Wht Homestyle 9in,0,CS,EA,168,0.1452,24.3936,75
0317,Active,Corn/Pepper/Blk Bean Blend,70690518,Corn/Pepper/Blk Bean Blend,0,CS,OZ,400,0.1213,48.52,34
0318,Obsolete,Potato Popcorn 12-24 Oz,MCR04624,Potato Popcorn 12-24 Oz,1,CS,OZ,288,0.097,27.936,34
0319,Active,Spread Cream Cheese Asiago,8804,Spread Cream Cheese Asiago,0,CS,OZ,480,0.1159,55.632,9
0320,Active,Cheese Ched Med Shred 4-5 LB,11901,Cheese Ched Med Shred 4-5 LB,0,CS,LB,20,2.79,55.8,49
0321,Active,Cheese Mozz Shred 12-2 LB,11321,Cheese Mozz Shred 12-2 LB,0,CS,LB,24,3.5567,85.3608,49
0322,Active,Film Forming Map Pillow 9 Mil,9 Mil Forming SKFG,Film Map Pillow 9 Mil,0,RL,IN,14400,0.0179,257.76,59
0323,Obsolete,Cheese Shred LMPS Mozz 6/5 LB,SAR-4610033706,Cheese Shred LMPS Mozz 6/5 LB,0,CS,OZ,480,0.1569,75.312,31
0324,Active,Lbl Direct Thermal 4x6 Blank,B2069358100DT40018,LBL Direct Thermal 4x6 Blank,0,CS,EA,2000,0.0202,40.4,25
0325,Active,Pallet AHOLD Grd A #1 Wht Wood,#1 40x48 White,Pallet AHOLD Grd A #1 Wht Wood,0,EA,EA,1,10,10,76
0326,Obsolete,Egg Frittata Chs Veg 200-1.75Z,85428,Egg Frittata Chs Veg 200-1.75Z,0,CS,EA,200,0.245,49,7
0327,Active,Cheese Mont Jack Slcd 1 Oz,47775,Cheese Mont Jack Slcd 1 Oz,0,CS,EA,256,0.1627,41.6512,9
0328,Active,Film SBUX 9.5in Spinach Wrap,SKSW95,Film SBUX 9.5in Spinach Wrap,0,RL,IMP,12500,0.0086,107.5,61
0329,Active,Film SBUX 12in Bacon Artisan,SKBA12,Film SBUX 12in Bacon Artisan,0,RL,IMP,16500,0.0079,130.35,61
0330,Active,Film SBUX 12in Ham Artisan,SKHA12,Film SBUX 12in Ham Artisan,0,RL,IMP,16500,0.0079,130.35,61
0331,Active,Film SBUX 12in Veg Artisan,SKVA12,Film SBUX 12in Veg Artisan,0,RL,IMP,16500,0.0079,130.35,61
0332,Active,Film SBUX 14.5in Sausge Muffin,SKSM145,Film SBUX 14.5in Sausge Muffin,0,RL,IMP,15000,0.0106,159,61
0333,Active,Film SBUX 14.5in RF Trkey Bacn,SKTB145,Film SBUX 14.5in RF Trkey Bacn,0,RL,IMP,15000,0.0106,159,61
0334,Obsolete,Push Pull Grip Sht 43x51x.30 ,1093251,Push Pull Grip Sht 43x51x.30 ,0,PAL,EA,1000,1.23,1230,2
0335,Obsolete,Spread Artichoke,FP48073,Artichoke Spread 1-30 Lb,0,PL,OZ,480,0.2169,104.112,77
0336,Obsolete,Spread Dijonnaise,FP48070,Dijonnaise Spread 1-30 Lb,0,PL,OZ,480,0.2041,97.968,77
0337,Obsolete,Spread Mayo Pesto,FP48072,Mayo Pesto Spread 1-30 Lb,0,PL,OZ,480,0.1735,83.28,77
0338,Obsolete,Spread Sun Dried Tomato,FP48071,Sun Dried Tomato Sprd 1-30 Lb,0,PL,OZ,480,0.1689,81.072,77
0339,Active,Ham Honey Smkd Diced 1/4in,122745,Ham Honey Smkd Diced 1/4in,0,CS,LB,10,2.88,28.8,32
0340,Active,Pepper Green Diced 1/4in,70653104,Pepper Green Diced 1/4in,0,CS,OZ,400,0.0936,37.44,34
0340,Active,Pepper Green Diced 1/4in,16715,Pepper Green Diced 1/4in,0,CS,OZ,720,0.0936,67.392,22
0341,Active,Sausage Crumbles 2-5 Lb,Sara Lee 39001,Sausage Crumbles 2-5 Lb,0,CS,OZ,160,0.2113,33.808,42
0341,Active,Sausage Crumbles 2-5 Lb,39001,Sausage Crumbles 2-5 Lb,0,CS,OZ,160,0.2113,33.808,78
0342,Active,Spread Cream Chs Cinn Maple,8805,Spread Cream Chs Cinn Maple,0,CS,OZ,480,0.1469,70.512,9
0343,Active,Ctn Saus HEB Brkfst Panini,HEB Sausage Panini,Carton Saus HEB Brkfst Panini,0,EA,EA,1,0.142,0.142,55
0343,Active,Ctn Saus HEB Brkfst Panini,HEB Sausage Panini,Carton Saus HEB Brkfst Panini,0,EA,EA,1,0.142,0.142,17
0344,Active,Ctn Westrn HEB Brkft Panini,HEB Western Panini,Carton Westrn HEB Brkft Panini,0,EA,EA,1,0.142,0.142,17
0344,Active,Ctn Westrn HEB Brkft Panini,HEB Western Panini,Carton Westrn HEB Brkft Panini,0,EA,EA,1,0.142,0.142,55
0345,Active,Film Tiro Heb National Hot Dog,Hebrew National HD,Film Tiro Heb National Hot Dog,0,RL,IMP,15603,0.0686,1070.3658,20
0346,Obsolete,Egg CF Insert Folded Egg White,86528-CF,Dbl Folded Egg Wht Omelet CF,0,CS,EA,180,0.1944,34.992,7
0347,Active,Egg CF White Patty 1.67 oz,70062-CF,Egg CF White Patty 192-1.67 Oz,0,CS,EA,192,0.1879,36.0768,7
0348,Active,Tuna Salad w/ Albacore 45 Lb,47692-20121 (45Lb),Tuna Salad (SK Food Group),0,CS,OZ,720,0.3868,278.496,79
0349,Active,Mustard Grey Poupon 2/128 Oz,377285,Mustard Grey Poupon 2/128oz,0,CS,OZ,256,0.2509,64.2304,42
0349,Active,Mustard Grey Poupon 2/128 Oz,36359,Mustard Grey Poupon 2/128 Oz,0,CS,OZ,256,0.2509,64.2304,80
0350,Active,Roll Focaccia Panini,36301,Panini Focaccia Roll,0,CS,EA,100,0.2707,27.07,5
